LCLid,tstp,energy(kWh/hh)
MAC000002,9/15/2013 1:00,0.208
MAC000002,9/15/2013 1:30,0.153
MAC000002,9/15/2013 2:00,0.088
MAC000002,9/15/2013 2:30,0.122
MAC000002,9/15/2013 3:00,0.106
MAC000002,9/15/2013 3:30,0.1
MAC000002,9/15/2013 4:00,0.126
MAC000002,9/15/2013 4:30,0.079
MAC000002,9/15/2013 5:00,0.131
MAC000002,9/15/2013 5:30,0.089
MAC000002,9/15/2013 6:00,0.114
MAC000002,9/15/2013 6:30,0.11
MAC000002,9/15/2013 7:00,0.252
MAC000002,9/15/2013 7:30,0.447
MAC000002,9/15/2013 8:00,0.356
MAC000002,9/15/2013 8:30,0.19
MAC000002,9/15/2013 9:00,0.379
MAC000002,9/15/2013 9:30,0.155
MAC000002,9/15/2013 10:00,0.15
MAC000002,9/15/2013 10:30,0.173
MAC000002,9/15/2013 11:00,0.21
MAC000002,9/15/2013 11:30,0.36
MAC000002,9/15/2013 12:00,0.851
MAC000002,9/15/2013 12:30,0.709
MAC000002,9/15/2013 13:00,0.374
MAC000002,9/15/2013 13:30,0.147
MAC000002,9/15/2013 14:00,0.115
MAC000002,9/15/2013 14:30,0.213
MAC000002,9/15/2013 15:00,0.149
MAC000002,9/15/2013 15:30,0.161
MAC000002,9/15/2013 16:00,0.079
MAC000002,9/15/2013 16:30,0.144
MAC000002,9/15/2013 17:00,0.072
MAC000002,9/15/2013 17:30,0.172
MAC000002,9/15/2013 18:00,0.072
MAC000002,9/15/2013 18:30,0.14
MAC000002,9/15/2013 19:00,0.087
MAC000002,9/15/2013 19:30,0.374
MAC000002,9/15/2013 20:00,0.612
MAC000002,9/15/2013 20:30,0.978
MAC000002,9/15/2013 21:00,0.266
MAC000002,9/15/2013 21:30,0.272
MAC000002,9/15/2013 22:00,0.286
MAC000002,9/15/2013 22:30,0.324
MAC000002,9/15/2013 23:00,0.227
MAC000002,9/15/2013 23:30,0.215
MAC000002,9/16/2013 0:00,0.202
MAC000002,9/16/2013 0:30,0.173
MAC000002,9/16/2013 1:00,0.206
MAC000002,9/16/2013 1:30,0.146
MAC000002,9/16/2013 2:00,0.158
MAC000002,9/16/2013 2:30,0.08
MAC000002,9/16/2013 3:00,0.143
MAC000002,9/16/2013 3:30,0.073
MAC000002,9/16/2013 4:00,0.14
MAC000002,9/16/2013 4:30,0.082
MAC000002,9/16/2013 5:00,0.128
MAC000002,9/16/2013 5:30,0.091
MAC000002,9/16/2013 6:00,0.116
MAC000002,9/16/2013 6:30,0.102
MAC000002,9/16/2013 7:00,0.351
MAC000002,9/16/2013 7:30,0.394
MAC000002,9/16/2013 8:00,0.1
MAC000002,9/16/2013 8:30,0.14
MAC000002,9/16/2013 9:00,0.106
MAC000002,9/16/2013 9:30,0.457
MAC000002,9/16/2013 10:00,0.095
MAC000002,9/16/2013 10:30,0.126
MAC000002,9/16/2013 11:00,0.138
MAC000002,9/16/2013 11:30,0.458
MAC000002,9/16/2013 12:00,0.144
MAC000002,9/16/2013 12:30,0.085
MAC000002,9/16/2013 13:00,0.134
MAC000002,9/16/2013 13:30,0.209
MAC000002,9/16/2013 14:00,0.346
MAC000002,9/16/2013 14:30,0.542
MAC000002,9/16/2013 15:00,0.116
MAC000002,9/16/2013 15:30,0.141
MAC000002,9/16/2013 16:00,0.094
MAC000002,9/16/2013 16:30,0.137
MAC000002,9/16/2013 17:00,0.111
MAC000002,9/16/2013 17:30,0.142
MAC000002,9/16/2013 18:00,0.15
MAC000002,9/16/2013 18:30,0.263
MAC000002,9/16/2013 19:00,1.2869999
MAC000002,9/16/2013 19:30,0.777
MAC000002,9/16/2013 20:00,0.687
MAC000002,9/16/2013 20:30,0.69
MAC000002,9/16/2013 21:00,0.698
MAC000002,9/16/2013 21:30,0.327
MAC000002,9/16/2013 22:00,0.214
MAC000002,9/16/2013 22:30,0.261
MAC000002,9/16/2013 23:00,0.196
MAC000002,9/16/2013 23:30,0.201
MAC000002,9/17/2013 0:00,0.185
MAC000002,9/17/2013 0:30,0.097
MAC000002,9/17/2013 1:00,0.133
MAC000002,9/17/2013 1:30,0.078
MAC000002,9/17/2013 2:00,0.126
MAC000002,9/17/2013 2:30,0.098
MAC000002,9/17/2013 3:00,0.105
MAC000002,9/17/2013 3:30,0.118
MAC000002,9/17/2013 4:00,0.085
MAC000002,9/17/2013 4:30,0.128
MAC000002,9/17/2013 5:00,0.079
MAC000002,9/17/2013 5:30,0.12
MAC000002,9/17/2013 6:00,0.113
MAC000002,9/17/2013 6:30,0.187
MAC000002,9/17/2013 7:00,0.15
MAC000002,9/17/2013 7:30,0.081
MAC000002,9/17/2013 8:00,0.215
MAC000002,9/17/2013 8:30,0.155
MAC000002,9/17/2013 9:00,0.525
MAC000002,9/17/2013 9:30,0.089
MAC000002,9/17/2013 10:00,0.135
MAC000002,9/17/2013 10:30,0.074
MAC000002,9/17/2013 11:00,0.13
MAC000002,9/17/2013 11:30,0.083
MAC000002,9/17/2013 12:00,0.128
MAC000002,9/17/2013 12:30,0.72
MAC000002,9/17/2013 13:00,0.154
MAC000002,9/17/2013 13:30,0.203
MAC000002,9/17/2013 14:00,0.418
MAC000002,9/17/2013 14:30,0.655
MAC000002,9/17/2013 15:00,0.337
MAC000002,9/17/2013 15:30,0.373
MAC000002,9/17/2013 16:00,0.088
MAC000002,9/17/2013 16:30,0.148
MAC000002,9/17/2013 17:00,0.095
MAC000002,9/17/2013 17:30,0.15
MAC000002,9/17/2013 18:00,0.437
MAC000002,9/17/2013 18:30,0.244
MAC000002,9/17/2013 19:00,0.275
MAC000002,9/17/2013 19:30,0.233
MAC000002,9/17/2013 20:00,1.38
MAC000002,9/17/2013 20:30,1.367
MAC000002,9/17/2013 21:00,0.553
MAC000002,9/17/2013 21:30,0.353
MAC000002,9/17/2013 22:00,0.479
MAC000002,9/17/2013 22:30,0.489
MAC000002,9/17/2013 23:00,0.678
MAC000002,9/17/2013 23:30,0.383
MAC000002,9/18/2013 0:00,0.366
MAC000002,9/18/2013 0:30,0.27
MAC000002,9/18/2013 1:00,0.243
MAC000002,9/18/2013 1:30,0.098
MAC000002,9/18/2013 2:00,0.142
MAC000002,9/18/2013 2:30,0.089
MAC000002,9/18/2013 3:00,0.134
MAC000002,9/18/2013 3:30,0.096
MAC000002,9/18/2013 4:00,0.123
MAC000002,9/18/2013 4:30,0.105
MAC000002,9/18/2013 5:00,0.11
MAC000002,9/18/2013 5:30,0.116
MAC000002,9/18/2013 6:00,0.095
MAC000002,9/18/2013 6:30,0.13
MAC000002,9/18/2013 7:00,0.08
MAC000002,9/18/2013 7:30,0.135
MAC000002,9/18/2013 8:00,0.126
MAC000002,9/18/2013 8:30,0.575
MAC000002,9/18/2013 9:00,0.263
MAC000002,9/18/2013 9:30,0.224
MAC000002,9/18/2013 10:00,0.252
MAC000002,9/18/2013 10:30,0.323
MAC000002,9/18/2013 11:00,0.231
MAC000002,9/18/2013 11:30,0.151
MAC000002,9/18/2013 12:00,0.163
MAC000002,9/18/2013 12:30,0.172
MAC000002,9/18/2013 13:00,0.131
MAC000002,9/18/2013 13:30,0.153
MAC000002,9/18/2013 14:00,0.106
MAC000002,9/18/2013 14:30,0.25
MAC000002,9/18/2013 15:00,0.12
MAC000002,9/18/2013 15:30,0.193
MAC000002,9/18/2013 16:00,0.113
MAC000002,9/18/2013 16:30,0.113
MAC000002,9/18/2013 17:00,0.175
MAC000002,9/18/2013 17:30,0.26
MAC000002,9/18/2013 18:00,1.0880001
MAC000002,9/18/2013 18:30,1.423
MAC000002,9/18/2013 19:00,0.532
MAC000002,9/18/2013 19:30,0.357
MAC000002,9/18/2013 20:00,0.596
MAC000002,9/18/2013 20:30,0.534
MAC000002,9/18/2013 21:00,0.513
MAC000002,9/18/2013 21:30,0.531
MAC000002,9/18/2013 22:00,0.665
MAC000002,9/18/2013 22:30,0.421
MAC000002,9/18/2013 23:00,0.445
MAC000002,9/18/2013 23:30,1.079
MAC000002,9/19/2013 0:00,1.375
MAC000002,9/19/2013 0:30,1.142
MAC000002,9/19/2013 1:00,0.276
MAC000002,9/19/2013 1:30,0.102
MAC000002,9/19/2013 2:00,0.122
MAC000002,9/19/2013 2:30,0.112
MAC000002,9/19/2013 3:00,0.102
MAC000002,9/19/2013 3:30,0.13
MAC000002,9/19/2013 4:00,0.081
MAC000002,9/19/2013 4:30,0.132
MAC000002,9/19/2013 5:00,0.093
MAC000002,9/19/2013 5:30,0.114
MAC000002,9/19/2013 6:00,0.113
MAC000002,9/19/2013 6:30,0.092
MAC000002,9/19/2013 7:00,0.13
MAC000002,9/19/2013 7:30,0.097
MAC000002,9/19/2013 8:00,0.298
MAC000002,9/19/2013 8:30,0.153
MAC000002,9/19/2013 9:00,0.591
MAC000002,9/19/2013 9:30,0.288
MAC000002,9/19/2013 10:00,0.534
MAC000002,9/19/2013 10:30,0.245
MAC000002,9/19/2013 11:00,0.189
MAC000002,9/19/2013 11:30,0.413
MAC000002,9/19/2013 12:00,1.263
MAC000002,9/19/2013 12:30,1.312
MAC000002,9/19/2013 13:00,0.757
MAC000002,9/19/2013 13:30,0.174
MAC000002,9/19/2013 14:00,0.172
MAC000002,9/19/2013 14:30,0.128
MAC000002,9/19/2013 15:00,0.127
MAC000002,9/19/2013 15:30,0.135
MAC000002,9/19/2013 16:00,0.211
MAC000002,9/19/2013 16:30,0.276
MAC000002,9/19/2013 17:00,0.473
MAC000002,9/19/2013 17:30,0.973
MAC000002,9/19/2013 18:00,0.474
MAC000002,9/19/2013 18:30,0.852
MAC000002,9/19/2013 19:00,0.704
MAC000002,9/19/2013 19:30,0.552
MAC000002,9/19/2013 20:00,0.52
MAC000002,9/19/2013 20:30,0.891
MAC000002,9/19/2013 21:00,0.847
MAC000002,9/19/2013 21:30,0.885
MAC000002,9/19/2013 22:00,0.842
MAC000002,9/19/2013 22:30,0.882
MAC000002,9/19/2013 23:00,0.93
MAC000002,9/19/2013 23:30,0.665
MAC000002,9/20/2013 0:00,0.841
MAC000002,9/20/2013 0:30,0.538
MAC000002,9/20/2013 1:00,0.381
MAC000002,9/20/2013 1:30,0.175
MAC000002,9/20/2013 2:00,0.103
MAC000002,9/20/2013 2:30,0.135
MAC000002,9/20/2013 3:00,0.102
MAC000002,9/20/2013 3:30,0.105
MAC000002,9/20/2013 4:00,0.131
MAC000002,9/20/2013 4:30,0.092
MAC000002,9/20/2013 5:00,0.111
MAC000002,9/20/2013 5:30,0.125
MAC000002,9/20/2013 6:00,0.087
MAC000002,9/20/2013 6:30,0.118
MAC000002,9/20/2013 7:00,0.119
MAC000002,9/20/2013 7:30,0.093
MAC000002,9/20/2013 8:00,0.178
MAC000002,9/20/2013 8:30,0.293
MAC000002,9/20/2013 9:00,0.412
MAC000002,9/20/2013 9:30,0.535
MAC000002,9/20/2013 10:00,0.67
MAC000002,9/20/2013 10:30,0.7
MAC000002,9/20/2013 11:00,0.37
MAC000002,9/20/2013 11:30,0.227
MAC000002,9/20/2013 12:00,0.491
MAC000002,9/20/2013 12:30,0.155
MAC000002,9/20/2013 13:00,0.125
MAC000002,9/20/2013 13:30,0.858
MAC000002,9/20/2013 14:00,0.188
MAC000002,9/20/2013 14:30,0.112
MAC000002,9/20/2013 15:00,0.166
MAC000002,9/20/2013 15:30,0.082
MAC000002,9/20/2013 16:00,0.132
MAC000002,9/20/2013 16:30,0.257
MAC000002,9/20/2013 17:00,0.765
MAC000002,9/20/2013 17:30,0.295
MAC000002,9/20/2013 18:00,0.35
MAC000002,9/20/2013 18:30,0.277
MAC000002,9/20/2013 19:00,0.42
MAC000002,9/20/2013 19:30,1.095
MAC000002,9/20/2013 20:00,1.3329999
MAC000002,9/20/2013 20:30,1.036
MAC000002,9/20/2013 21:00,0.625
MAC000002,9/20/2013 21:30,0.474
MAC000002,9/20/2013 22:00,0.895
MAC000002,9/20/2013 22:30,0.961
MAC000002,9/20/2013 23:00,0.974
MAC000002,9/20/2013 23:30,0.856
MAC000002,9/21/2013 0:00,0.887
MAC000002,9/21/2013 0:30,1.034
MAC000002,9/21/2013 1:00,0.93
MAC000002,9/21/2013 1:30,0.459
MAC000002,9/21/2013 2:00,0.397
MAC000002,9/21/2013 2:30,0.188
MAC000002,9/21/2013 3:00,0.148
MAC000002,9/21/2013 3:30,0.113
MAC000002,9/21/2013 4:00,0.149
MAC000002,9/21/2013 4:30,0.135
MAC000002,9/21/2013 5:00,0.093
MAC000002,9/21/2013 5:30,0.116
MAC000002,9/21/2013 6:00,0.127
MAC000002,9/21/2013 6:30,0.09
MAC000002,9/21/2013 7:00,0.122
MAC000002,9/21/2013 7:30,0.12
MAC000002,9/21/2013 8:00,0.154
MAC000002,9/21/2013 8:30,0.613
MAC000002,9/21/2013 9:00,0.246
MAC000002,9/21/2013 9:30,0.19
MAC000002,9/21/2013 10:00,0.155
MAC000002,9/21/2013 10:30,0.189
MAC000002,9/21/2013 11:00,0.248
MAC000002,9/21/2013 11:30,0.186
MAC000002,9/21/2013 12:00,0.264
MAC000002,9/21/2013 12:30,0.142
MAC000002,9/21/2013 13:00,0.191
MAC000002,9/21/2013 13:30,0.159
MAC000002,9/21/2013 14:00,0.117
MAC000002,9/21/2013 14:30,0.116
MAC000002,9/21/2013 15:00,0.146
MAC000002,9/21/2013 15:30,0.321
MAC000002,9/21/2013 16:00,0.19
MAC000002,9/21/2013 16:30,0.176
MAC000002,9/21/2013 17:00,0.184
MAC000002,9/21/2013 17:30,0.175
MAC000002,9/21/2013 18:00,0.181
MAC000002,9/21/2013 18:30,0.252
MAC000002,9/21/2013 19:00,0.695
MAC000002,9/21/2013 19:30,0.964
MAC000002,9/21/2013 20:00,0.602
MAC000002,9/21/2013 20:30,0.282
MAC000002,9/21/2013 21:00,0.3
MAC000002,9/21/2013 21:30,0.307
MAC000002,9/21/2013 22:00,0.315
MAC000002,9/21/2013 22:30,1.0140001
MAC000002,9/21/2013 23:00,1.08
MAC000002,9/21/2013 23:30,0.974
MAC000002,9/22/2013 0:00,1.05
MAC000002,9/22/2013 0:30,0.167
MAC000002,9/22/2013 1:00,0.206
MAC000002,9/22/2013 1:30,0.132
MAC000002,9/22/2013 2:00,0.152
MAC000002,9/22/2013 2:30,0.085
MAC000002,9/22/2013 3:00,0.149
MAC000002,9/22/2013 3:30,0.083
MAC000002,9/22/2013 4:00,0.14
MAC000002,9/22/2013 4:30,0.097
MAC000002,9/22/2013 5:00,0.124
MAC000002,9/22/2013 5:30,0.111
MAC000002,9/22/2013 6:00,0.108
MAC000002,9/22/2013 6:30,0.312
MAC000002,9/22/2013 7:00,0.314
MAC000002,9/22/2013 7:30,0.137
MAC000002,9/22/2013 8:00,0.087
MAC000002,9/22/2013 8:30,0.126
MAC000002,9/22/2013 9:00,0.145
MAC000002,9/22/2013 9:30,0.106
MAC000002,9/22/2013 10:00,0.198
MAC000002,9/22/2013 10:30,0.192
MAC000002,9/22/2013 11:00,0.379
MAC000002,9/22/2013 11:30,0.505
MAC000002,9/22/2013 12:00,0.308
MAC000002,9/22/2013 12:30,0.159
MAC000002,9/22/2013 13:00,0.181
MAC000002,9/22/2013 13:30,0.518
MAC000002,9/22/2013 14:00,0.187
MAC000002,9/22/2013 14:30,0.182
MAC000002,9/22/2013 15:00,0.163
MAC000002,9/22/2013 15:30,0.209
MAC000002,9/22/2013 16:00,0.184
MAC000002,9/22/2013 16:30,0.242
MAC000002,9/22/2013 17:00,0.244
MAC000002,9/22/2013 17:30,0.202
MAC000002,9/22/2013 18:00,0.203
MAC000002,9/22/2013 18:30,0.132
MAC000002,9/22/2013 19:00,0.167
MAC000002,9/22/2013 19:30,0.191
MAC000002,9/22/2013 20:00,0.139
MAC000002,9/22/2013 20:30,0.18
MAC000002,9/22/2013 21:00,0.164
MAC000002,9/22/2013 21:30,0.324
MAC000002,9/22/2013 22:00,0.347
MAC000002,9/22/2013 22:30,1.015
MAC000002,9/22/2013 23:00,1.0700001
MAC000002,9/22/2013 23:30,1.031
MAC000002,9/23/2013 0:00,0.477
MAC000002,9/23/2013 0:30,0.198
MAC000002,9/23/2013 1:00,0.107
MAC000002,9/23/2013 1:30,0.117
MAC000002,9/23/2013 2:00,0.126
MAC000002,9/23/2013 2:30,0.088
MAC000002,9/23/2013 3:00,0.139
MAC000002,9/23/2013 3:30,0.101
MAC000002,9/23/2013 4:00,0.109
MAC000002,9/23/2013 4:30,0.128
MAC000002,9/23/2013 5:00,0.083
MAC000002,9/23/2013 5:30,0.133
MAC000002,9/23/2013 6:00,0.107
MAC000002,9/23/2013 6:30,0.104
MAC000002,9/23/2013 7:00,0.179
MAC000002,9/23/2013 7:30,0.405
MAC000002,9/23/2013 8:00,0.322
MAC000002,9/23/2013 8:30,0.158
MAC000002,9/23/2013 9:00,0.118
MAC000002,9/23/2013 9:30,0.402
MAC000002,9/23/2013 10:00,0.474
MAC000002,9/23/2013 10:30,0.889
MAC000002,9/23/2013 11:00,0.321
MAC000002,9/23/2013 11:30,0.594
MAC000002,9/23/2013 12:00,0.542
MAC000002,9/23/2013 12:30,0.277
MAC000002,9/23/2013 13:00,0.096
MAC000002,9/23/2013 13:30,0.138
MAC000002,9/23/2013 14:00,0.095
MAC000002,9/23/2013 14:30,0.137
MAC000002,9/23/2013 15:00,0.097
MAC000002,9/23/2013 15:30,0.175
MAC000002,9/23/2013 16:00,0.192
MAC000002,9/23/2013 16:30,0.161
MAC000002,9/23/2013 17:00,0.14
MAC000002,9/23/2013 17:30,0.201
MAC000002,9/23/2013 18:00,0.166
MAC000002,9/23/2013 18:30,0.331
MAC000002,9/23/2013 19:00,0.982
MAC000002,9/23/2013 19:30,0.186
MAC000002,9/23/2013 20:00,0.566
MAC000002,9/23/2013 20:30,0.245
MAC000002,9/23/2013 21:00,0.264
MAC000002,9/23/2013 21:30,0.256
MAC000002,9/23/2013 22:00,0.24
MAC000002,9/23/2013 22:30,0.239
MAC000002,9/23/2013 23:00,0.238
MAC000002,9/23/2013 23:30,0.191
MAC000002,9/24/2013 0:00,0.206
MAC000002,9/24/2013 0:30,0.183
MAC000002,9/24/2013 1:00,0.156
MAC000002,9/24/2013 1:30,0.139
MAC000002,9/24/2013 2:00,0.09
MAC000002,9/24/2013 2:30,0.14
MAC000002,9/24/2013 3:00,0.09
MAC000002,9/24/2013 3:30,0.126
MAC000002,9/24/2013 4:00,0.109
MAC000002,9/24/2013 4:30,0.105
MAC000002,9/24/2013 5:00,0.127
MAC000002,9/24/2013 5:30,0.085
MAC000002,9/24/2013 6:00,0.135
MAC000002,9/24/2013 6:30,0.09
MAC000002,9/24/2013 7:00,0.134
MAC000002,9/24/2013 7:30,0.265
MAC000002,9/24/2013 8:00,0.184
MAC000002,9/24/2013 8:30,0.467
MAC000002,9/24/2013 9:00,0.15
MAC000002,9/24/2013 9:30,0.172
MAC000002,9/24/2013 10:00,0.383
MAC000002,9/24/2013 10:30,0.295
MAC000002,9/24/2013 11:00,0.166
MAC000002,9/24/2013 11:30,0.216
MAC000002,9/24/2013 12:00,0.372
MAC000002,9/24/2013 12:30,0.444
MAC000002,9/24/2013 13:00,0.52
MAC000002,9/24/2013 13:30,0.228
MAC000002,9/24/2013 14:00,0.764
MAC000002,9/24/2013 14:30,0.455
MAC000002,9/24/2013 15:00,0.207
MAC000002,9/24/2013 15:30,0.202
MAC000002,9/24/2013 16:00,0.192
MAC000002,9/24/2013 16:30,0.17
MAC000002,9/24/2013 17:00,0.265
MAC000002,9/24/2013 17:30,1.122
MAC000002,9/24/2013 18:00,1.244
MAC000002,9/24/2013 18:30,0.24
MAC000002,9/24/2013 19:00,0.258
MAC000002,9/24/2013 19:30,0.251
MAC000002,9/24/2013 20:00,0.264
MAC000002,9/24/2013 20:30,0.315
MAC000002,9/24/2013 21:00,0.305
MAC000002,9/24/2013 21:30,0.284
MAC000002,9/24/2013 22:00,0.248
MAC000002,9/24/2013 22:30,0.245
MAC000002,9/24/2013 23:00,0.226
MAC000002,9/24/2013 23:30,0.2
MAC000002,9/25/2013 0:00,0.229
MAC000002,9/25/2013 0:30,0.24
MAC000002,9/25/2013 1:00,0.164
MAC000002,9/25/2013 1:30,0.144
MAC000002,9/25/2013 2:00,0.091
MAC000002,9/25/2013 2:30,0.151
MAC000002,9/25/2013 3:00,0.077
MAC000002,9/25/2013 3:30,0.152
MAC000002,9/25/2013 4:00,0.078
MAC000002,9/25/2013 4:30,0.151
MAC000002,9/25/2013 5:00,0.077
MAC000002,9/25/2013 5:30,0.15
MAC000002,9/25/2013 6:00,0.078
MAC000002,9/25/2013 6:30,0.146
MAC000002,9/25/2013 7:00,0.084
MAC000002,9/25/2013 7:30,0.301
MAC000002,9/25/2013 8:00,0.123
MAC000002,9/25/2013 8:30,0.221
MAC000002,9/25/2013 9:00,0.521
MAC000002,9/25/2013 9:30,0.143
MAC000002,9/25/2013 10:00,0.343
MAC000002,9/25/2013 10:30,0.245
MAC000002,9/25/2013 11:00,0.126
MAC000002,9/25/2013 11:30,0.283
MAC000002,9/25/2013 12:00,0.875
MAC000002,9/25/2013 12:30,0.347
MAC000002,9/25/2013 13:00,0.153
MAC000002,9/25/2013 13:30,0.125
MAC000002,9/25/2013 14:00,0.124
MAC000002,9/25/2013 14:30,0.105
MAC000002,9/25/2013 15:00,0.143
MAC000002,9/25/2013 15:30,0.09
MAC000002,9/25/2013 16:00,0.201
MAC000002,9/25/2013 16:30,0.116
MAC000002,9/25/2013 17:00,0.124
MAC000002,9/25/2013 17:30,0.122
MAC000002,9/25/2013 18:00,0.105
MAC000002,9/25/2013 18:30,0.137
MAC000002,9/25/2013 19:00,0.087
MAC000002,9/25/2013 19:30,0.147
MAC000002,9/25/2013 20:00,0.096
MAC000002,9/25/2013 20:30,0.131
MAC000002,9/25/2013 21:00,0.113
MAC000002,9/25/2013 21:30,0.116
MAC000002,9/25/2013 22:00,0.128
MAC000002,9/25/2013 22:30,0.1
MAC000002,9/25/2013 23:00,0.815
MAC000002,9/25/2013 23:30,0.566
MAC000002,9/26/2013 0:00,0.228
MAC000002,9/26/2013 0:30,0.212
MAC000002,9/26/2013 1:00,0.196
MAC000002,9/26/2013 1:30,0.193
MAC000002,9/26/2013 2:00,0.217
MAC000002,9/26/2013 2:30,0.101
MAC000002,9/26/2013 3:00,0.141
MAC000002,9/26/2013 3:30,0.099
MAC000002,9/26/2013 4:00,0.116
MAC000002,9/26/2013 4:30,0.12
MAC000002,9/26/2013 5:00,0.093
MAC000002,9/26/2013 5:30,0.138
MAC000002,9/26/2013 6:00,0.087
MAC000002,9/26/2013 6:30,0.125
MAC000002,9/26/2013 7:00,0.108
MAC000002,9/26/2013 7:30,0.102
MAC000002,9/26/2013 8:00,0.24
MAC000002,9/26/2013 8:30,0.116
MAC000002,9/26/2013 9:00,0.18
MAC000002,9/26/2013 9:30,0.361
MAC000002,9/26/2013 10:00,0.225
MAC000002,9/26/2013 10:30,0.153
MAC000002,9/26/2013 11:00,0.12
MAC000002,9/26/2013 11:30,0.145
MAC000002,9/26/2013 12:00,0.086
MAC000002,9/26/2013 12:30,0.134
MAC000002,9/26/2013 13:00,0.101
MAC000002,9/26/2013 13:30,0.217
MAC000002,9/26/2013 14:00,0.149
MAC000002,9/26/2013 14:30,0.132
MAC000002,9/26/2013 15:00,0.095
MAC000002,9/26/2013 15:30,0.132
MAC000002,9/26/2013 16:00,0.092
MAC000002,9/26/2013 16:30,0.133
MAC000002,9/26/2013 17:00,0.207
MAC000002,9/26/2013 17:30,0.194
MAC000002,9/26/2013 18:00,0.116
MAC000002,9/26/2013 18:30,0.285
MAC000002,9/26/2013 19:00,1.403
MAC000002,9/26/2013 19:30,0.278
MAC000002,9/26/2013 20:00,0.548
MAC000002,9/26/2013 20:30,0.668
MAC000002,9/26/2013 21:00,0.607
MAC000002,9/26/2013 21:30,0.313
MAC000002,9/26/2013 22:00,0.674
MAC000002,9/26/2013 22:30,0.337
MAC000002,9/26/2013 23:00,0.199
MAC000002,9/26/2013 23:30,0.234
MAC000002,9/27/2013 0:00,0.211
MAC000002,9/27/2013 0:30,0.205
MAC000002,9/27/2013 1:00,0.186
MAC000002,9/27/2013 1:30,0.085
MAC000002,9/27/2013 2:00,0.134
MAC000002,9/27/2013 2:30,0.098
MAC000002,9/27/2013 3:00,0.113
MAC000002,9/27/2013 3:30,0.116
MAC000002,9/27/2013 4:00,0.094
MAC000002,9/27/2013 4:30,0.134
MAC000002,9/27/2013 5:00,0.077
MAC000002,9/27/2013 5:30,0.133
MAC000002,9/27/2013 6:00,0.097
MAC000002,9/27/2013 6:30,0.112
MAC000002,9/27/2013 7:00,0.139
MAC000002,9/27/2013 7:30,0.181
MAC000002,9/27/2013 8:00,0.159
MAC000002,9/27/2013 8:30,0.447
MAC000002,9/27/2013 9:00,0.246
MAC000002,9/27/2013 9:30,0.081
MAC000002,9/27/2013 10:00,0.136
MAC000002,9/27/2013 10:30,0.094
MAC000002,9/27/2013 11:00,0.114
MAC000002,9/27/2013 11:30,0.115
MAC000002,9/27/2013 12:00,0.206
MAC000002,9/27/2013 12:30,0.379
MAC000002,9/27/2013 13:00,0.144
MAC000002,9/27/2013 13:30,0.158
MAC000002,9/27/2013 14:00,0.106
MAC000002,9/27/2013 14:30,0.139
MAC000002,9/27/2013 15:00,0.315
MAC000002,9/27/2013 15:30,0.507
MAC000002,9/27/2013 16:00,0.157
MAC000002,9/27/2013 16:30,0.202
MAC000002,9/27/2013 17:00,0.151
MAC000002,9/27/2013 17:30,0.178
MAC000002,9/27/2013 18:00,0.168
MAC000002,9/27/2013 18:30,0.13
MAC000002,9/27/2013 19:00,0.196
MAC000002,9/27/2013 19:30,0.146
MAC000002,9/27/2013 20:00,0.165
MAC000002,9/27/2013 20:30,0.157
MAC000002,9/27/2013 21:00,0.173
MAC000002,9/27/2013 21:30,0.179
MAC000002,9/27/2013 22:00,0.389
MAC000002,9/27/2013 22:30,0.501
MAC000002,9/27/2013 23:00,0.341
MAC000002,9/27/2013 23:30,0.299
MAC000002,9/28/2013 0:00,0.244
MAC000002,9/28/2013 0:30,0.267
MAC000002,9/28/2013 1:00,0.264
MAC000002,9/28/2013 1:30,0.212
MAC000002,9/28/2013 2:00,0.173
MAC000002,9/28/2013 2:30,0.09
MAC000002,9/28/2013 3:00,0.141
MAC000002,9/28/2013 3:30,0.088
MAC000002,9/28/2013 4:00,0.126
MAC000002,9/28/2013 4:30,0.119
MAC000002,9/28/2013 5:00,0.192
MAC000002,9/28/2013 5:30,0.154
MAC000002,9/28/2013 6:00,0.102
MAC000002,9/28/2013 6:30,0.123
MAC000002,9/28/2013 7:00,0.103
MAC000002,9/28/2013 7:30,0.121
MAC000002,9/28/2013 8:00,0.205
MAC000002,9/28/2013 8:30,0.213
MAC000002,9/28/2013 9:00,0.167
MAC000002,9/28/2013 9:30,0.382
MAC000002,9/28/2013 10:00,0.123
MAC000002,9/28/2013 10:30,0.165
MAC000002,9/28/2013 11:00,0.109
MAC000002,9/28/2013 11:30,0.174
MAC000002,9/28/2013 12:00,0.094
MAC000002,9/28/2013 12:30,0.138
MAC000002,9/28/2013 13:00,0.125
MAC000002,9/28/2013 13:30,0.179
MAC000002,9/28/2013 14:00,0.172
MAC000002,9/28/2013 14:30,0.107
MAC000002,9/28/2013 15:00,0.203
MAC000002,9/28/2013 15:30,0.188
MAC000002,9/28/2013 16:00,0.415
MAC000002,9/28/2013 16:30,0.226
MAC000002,9/28/2013 17:00,0.205
MAC000002,9/28/2013 17:30,0.209
MAC000002,9/28/2013 18:00,0.216
MAC000002,9/28/2013 18:30,1.035
MAC000002,9/28/2013 19:00,0.733
MAC000002,9/28/2013 19:30,1.465
MAC000002,9/28/2013 20:00,0.583
MAC000002,9/28/2013 20:30,0.295
MAC000002,9/28/2013 21:00,0.39
